Nivel,CodIBGE,Municipio,2007,2009,2011,2013,2015,2017
MU,3145406,Olaria (MG),18385,13086,13321,16592,20308,23437
MU,3145455,Olhos-d'Água (MG),23920,31671,67351,65382,84031,120834
MU,3145505,Olímpio Noronha (MG),16806,19627,26829,26576,34238,36587
MU,3145604,Oliveira (MG),289836,345922,498734,647957,725141,848005
MU,3145703,Oliveira Fortes (MG),11670,13506,19126,22741,26988,30148
MU,3145802,Onça de Pitangui (MG),20562,23208,30510,39300,50730,49111
MU,3145851,Oratórios (MG),21627,24899,31123,42443,44070,53327
MU,3145877,Orizânia (MG),23839,26788,47676,49471,61575,80582
MU,3145901,Ouro Branco (MG),2307370,1911990,2506615,2941250,3220454,3358283
MU,3146008,Ouro Fino (MG),230668,320497,474671,501749,570139,657703
MU,3146107,Ouro Preto (MG),1532273,1658675,5485160,6723758,3918346,4644423
MU,3146206,Ouro Verde de Minas (MG),21053,25819,28805,35899,41527,46239
MU,3146255,Padre Carvalho (MG),15087,21321,35019,50209,56892,50312
MU,3146305,Padre Paraíso (MG),55821,88813,88197,110691,147468,168829
MU,3146404,Paineiras (MG),29734,32934,39380,54195,53118,59775
MU,3146503,Pains (MG),102973,118934,239747,282250,259662,311140
MU,3146552,Pai Pedro (MG),18520,23800,27904,33103,38652,43446
MU,3146602,Paiva (MG),9401,11600,12466,15904,18855,22169
MU,3146701,Palma (MG),27664,33885,42183,55213,58400,68946
MU,3146750,Palmópolis (MG),19297,22192,28058,36819,44625,47116
MU,3146909,Papagaios (MG),145784,150262,171212,196797,218520,250167
MU,3147006,Paracatu (MG),865158,1141207,2126292,2913028,2848098,3510748
MU,3147105,Pará de Minas (MG),990949,1316855,1724288,2175491,2378788,2744669
MU,3147204,Paraguaçu (MG),149866,188867,310548,344760,376536,476274
MU,3147303,Paraisópolis (MG),225865,243973,306593,356837,374569,578419
MU,3147402,Paraopeba (MG),189552,227538,313156,408471,443790,565326
MU,3147501,Passabém (MG),8070,9933,11985,15608,17866,19721
MU,3147600,Passa Quatro (MG),136105,148187,232789,273355,301550,376173
MU,3147709,Passa Tempo (MG),73044,81476,116938,150558,137837,187718
MU,3147808,Passa Vinte (MG),10651,12669,15126,27050,27728,32144
MU,3147907,Passos (MG),932583,1174040,1631144,1953703,2152572,2387740
MU,3147956,Patis (MG),18603,22880,27626,33468,38326,44517
MU,3148004,Patos de Minas (MG),1364968,1720005,2341902,3130926,3810486,4378966
MU,3148103,Patrocínio (MG),799726,1113968,1580783,1793248,2160227,2707529
MU,3148202,Patrocínio do Muriaé (MG),26305,29667,50165,79113,83738,74350
MU,3148301,Paula Cândido (MG),39354,45914,66038,74335,83294,95291
MU,3148400,Paulistas (MG),17432,22423,27388,34293,44959,43966
MU,3148509,Pavão (MG),33034,38917,47328,63536,66592,69521
MU,3148608,Peçanha (MG),67435,91572,115410,164844,175328,179187
MU,3148707,Pedra Azul (MG),91740,119420,165728,207572,223678,272990
MU,3148756,Pedra Bonita (MG),23704,32696,62341,47965,53042,61826
MU,3148806,Pedra do Anta (MG),14688,16242,20410,28093,33244,48714
MU,3148905,Pedra do Indaiá (MG),40143,43355,54705,51284,75750,79389
MU,3149002,Pedra Dourada (MG),10932,13519,22999,24254,30003,34960
MU,3149101,Pedralva (MG),57922,67829,102126,103404,123808,128961
MU,3149150,Pedras de Maria da Cruz (MG),36572,41198,47440,62888,72879,84534
MU,3149200,Pedrinópolis (MG),44801,53553,64895,80620,88420,106912
MU,3149309,Pedro Leopoldo (MG),696435,957443,1373609,1599991,1497084,1437172
MU,3149408,Pedro Teixeira (MG),9676,11448,13483,18792,20329,21378
MU,3149507,Pequeri (MG),21463,22202,29527,33445,39783,42881
MU,3149606,Pequi (MG),26835,33260,35980,50535,54550,60363
MU,3149705,Perdigão (MG),42248,66158,83881,118672,148518,213424
MU,3149804,Perdizes (MG),231142,313687,511608,526157,509383,601624
MU,3149903,Perdões (MG),177269,231741,334597,343789,357668,478385
MU,3149952,Periquito (MG),40400,47915,48932,73237,80054,72609
MU,3150000,Pescador (MG),19817,20982,26858,32710,38135,38631
MU,3150109,Piau (MG),27050,28904,36992,40168,54701,46506
MU,3150158,Piedade de Caratinga (MG),27525,34456,50179,56840,78642,88778
MU,3150208,Piedade de Ponte Nova (MG),22206,28883,36753,40327,41875,49992
MU,3150307,Piedade do Rio Grande (MG),77296,104737,131605,129242,66950,73856
MU,3150406,Piedade dos Gerais (MG),19162,24617,32427,42747,56757,62145
MU,3150505,Pimenta (MG),64420,72324,103466,137018,154003,178104
MU,3150539,Pingo d'Água (MG),14501,19696,25220,31755,35650,38715
MU,3150570,Pintópolis (MG),22101,29217,35445,43894,53785,56760
MU,3150604,Piracema (MG),36093,43482,59355,82586,95805,105243
MU,3150703,Pirajuba (MG),93055,133663,199629,199687,224941,308994
MU,3150802,Piranga (MG),57873,68440,89217,118233,133944,159904
MU,3150901,Piranguçu (MG),23176,29615,37639,42953,48784,53190
MU,3151008,Piranguinho (MG),37869,44241,58528,74215,92262,101647
MU,3151107,Pirapetinga (MG),211060,186008,349877,361845,425256,588794
MU,3151206,Pirapora (MG),863984,831284,1380483,1380860,1279085,1836804
MU,3151305,Piraúba (MG),53468,61267,82654,113335,138881,164324
MU,3151404,Pitangui (MG),213491,203127,290120,363802,404689,507761
MU,3151503,Piumhi (MG),316884,395805,659327,511642,705265,866679
MU,3151602,Planura (MG),310433,318803,388353,276900,383830,488521
MU,3151701,Poço Fundo (MG),88436,110645,203985,172042,236084,259219
MU,3151800,Poços de Caldas (MG),2861525,3060737,4252127,5850232,6504479,6365940
MU,3151909,Pocrane (MG),33025,41309,49493,62659,77603,101954
MU,3152006,Pompéu (MG),269096,330388,416358,504746,616036,737149
MU,3152105,Ponte Nova (MG),557405,677592,1016376,1133587,1389798,1649724
MU,3152131,Ponto Chique (MG),17212,20776,24491,30107,34765,38233
MU,3152170,Ponto dos Volantes (MG),43848,39545,59351,80040,84464,81524
MU,3152204,Porteirinha (MG),122774,148674,195206,249611,300354,335614
MU,3152303,Porto Firme (MG),33418,43909,65931,73293,85780,90626
MU,3152402,Poté (MG),52770,67288,85398,108954,125425,137617
MU,3152501,Pouso Alegre (MG),2164461,2637745,3588826,5141836,6553097,7388029
MU,3152600,Pouso Alto (MG),55672,65818,97802,119083,128617,220745
MU,3152709,Prados (MG),38653,49375,80156,126015,128076,152106
MU,3152808,Prata (MG),356423,455824,621333,748056,824339,928752
MU,3152907,Pratápolis (MG),96681,87263,119559,118839,139022,138190
MU,3153004,Pratinha (MG),29306,43078,58803,56665,71498,94327
MU,3153103,Presidente Bernardes (MG),20846,22131,27845,33495,39076,46999
MU,3153202,Presidente Juscelino (MG),19381,24899,30649,46882,43233,42502
MU,3153301,Presidente Kubitschek (MG),11021,13674,16055,20284,23651,27660
MU,3153400,Presidente Olegário (MG),161213,191178,296072,342260,357815,454114
MU,3153509,Alto Jequitibá (MG),38123,58410,129534,62822,109249,120209
MU,3153608,Prudente de Morais (MG),62146,53311,85336,126424,130435,144528
MU,3153707,Quartel Geral (MG),24548,25838,33996,40372,41210,50626
MU,3153806,Queluzito (MG),11253,12368,15922,19569,24431,29157
MU,3153905,Raposos (MG),52461,57710,77194,127925,140798,297989
MU,3154002,Raul Soares (MG),115429,135387,191153,213818,261312,292461
MU,3154101,Recreio (MG),43455,54169,60099,74170,83535,98428
MU,3154150,Reduto (MG),37428,36519,71064,60684,78334,92587
MU,3154200,Resende Costa (MG),51809,61983,82908,105181,120254,154919
MU,3154309,Resplendor (MG),118290,157662,189802,216962,225755,221895
MU,3154408,Ressaquinha (MG),26847,73286,101989,134570,163951,171679
MU,3154457,Riachinho (MG),36695,43866,53993,81149,84971,90697
MU,3154507,Riacho dos Machados (MG),38198,43279,39791,75526,131685,205808
MU,3154606,Ribeirão das Neves (MG),1010389,1541400,2015822,2874956,3469955,3855401
MU,3154705,Ribeirão Vermelho (MG),32921,52150,59916,85557,81730,85726
MU,3154804,Rio Acima (MG),152182,148468,194578,203680,134528,131635
MU,3154903,Rio Casca (MG),108168,108215,129994,158304,171586,183303
MU,3155009,Rio Doce (MG),14696,17931,17493,25597,25380,35979
MU,3155108,Rio do Prado (MG),17463,24136,26121,31388,38135,39855
MU,3155207,Rio Espera (MG),19496,24664,28080,36403,39321,46686
MU,3155306,Rio Manso (MG),23708,37609,50560,61025,69192,80856
MU,3155405,Rio Novo (MG),43805,50976,63914,84347,100990,111008
MU,3155504,Rio Paranaíba (MG),171242,237715,347688,370730,465915,499792
MU,3155603,Rio Pardo de Minas (MG),98951,125202,169616,215317,220610,259981
MU,3155702,Rio Piracicaba (MG),111213,147519,597615,628425,354818,510894
MU,3155801,Rio Pomba (MG),94896,130386,167885,218448,270680,300489
MU,3155900,Rio Preto (MG),28167,30330,36064,49249,54563,55120
MU,3156007,Rio Vermelho (MG),46976,56750,63213,87089,103567,112796
MU,3156106,Ritápolis (MG),21357,25081,34165,43670,53264,69122
MU,3156205,Rochedo de Minas (MG),9638,11242,14905,22374,22917,25830
MU,3156304,Rodeiro (MG),90253,107431,258299,296742,279970,409766
MU,3156403,Romaria (MG),60663,75605,125643,236077,117463,136783
MU,3156452,Rosário da Limeira (MG),16896,20978,30114,33805,43612,47751
MU,3156502,Rubelita (MG),25473,28542,37159,40684,49252,56557
MU,3156601,Rubim (MG),35438,42880,52255,65467,80320,85335
MU,3156700,Sabará (MG),801059,1019831,1561326,2013475,2199322,2523966
MU,3156809,Sabinópolis (MG),63814,81408,98509,133659,150745,182234
MU,3156908,Sacramento (MG),402274,481662,664984,770966,1185122,1534687
MU,3157005,Salinas (MG),197336,254644,330537,444318,532604,553718
MU,3157104,Salto da Divisa (MG),30623,38976,56391,76462,88846,97640
MU,3157203,Santa Bárbara (MG),206942,218529,404001,703356,697702,765975
MU,3157252,Santa Bárbara do Leste (MG),30151,36276,50366,58070,69337,79353
MU,3157278,Santa Bárbara do Monte Verde (MG),16100,20127,24063,34669,41969,38742
MU,3157302,Santa Bárbara do Tugúrio (MG),20782,25738,32637,46555,50506,56008
MU,3157336,Santa Cruz de Minas (MG),27020,34861,45133,69723,80655,88447
MU,3157377,Santa Cruz de Salinas (MG),16074,22300,23942,30975,34425,37556
MU,3157401,Santa Cruz do Escalvado (MG),23055,28612,32749,40366,39716,48724
MU,3157500,Santa Efigênia de Minas (MG),18339,17434,23729,29082,33646,39965
MU,3157609,Santa Fé de Minas (MG),16911,20740,25359,29859,34847,37876
MU,3157658,Santa Helena de Minas (MG),17592,21619,25586,32444,39157,44429
MU,3157708,Santa Juliana (MG),153730,230579,426645,441227,667352,640520
MU,3157807,Santa Luzia (MG),1518041,1812949,2427099,3160573,3244736,3785138
MU,3157906,Santa Margarida (MG),114380,122363,242675,168456,227220,271962
MU,3158003,Santa Maria de Itabira (MG),55667,73497,93194,135951,133276,165416
MU,3158102,Santa Maria do Salto (MG),17929,22379,26380,32943,36326,40115
MU,3158201,Santa Maria do Suaçuí (MG),51377,63513,82608,104503,116969,133400
MU,3158300,Santana da Vargem (MG),51757,67872,152467,120529,115300,149512
MU,3158409,Santana de Cataguases (MG),14527,16821,23679,38190,44709,38772
MU,3158508,Santana de Pirapama (MG),36293,47186,62315,73050,80777,83332
MU,3158607,Santana do Deserto (MG),16040,19020,28741,30583,35710,39912
MU,3158706,Santana do Garambéu (MG),10440,13256,15662,22608,24769,28654
MU,3158805,Santana do Jacaré (MG),27261,34739,44177,51029,67686,76003
MU,3158904,Santana do Manhuaçu (MG),40083,42347,66614,63513,88747,109820
MU,3158953,Santana do Paraíso (MG),156049,212998,321774,466847,472026,490210
MU,3159001,Santana do Riacho (MG),20869,27508,33362,41524,50649,61250
MU,3159100,Santana dos Montes (MG),17055,20320,24082,28558,32295,32715
MU,3159209,Santa Rita de Caldas (MG),55965,70978,101162,136209,147997,146633
MU,3159308,Santa Rita de Jacutinga (MG),26529,36959,39863,45918,50494,54653
MU,3159357,Santa Rita de Minas (MG),47935,53921,57359,60109,78071,77645
MU,3159407,Santa Rita de Ibitipoca (MG),17330,21534,26649,32935,35711,56794
MU,3159506,Santa Rita do Itueto (MG),32658,53120,75522,71775,88329,126030
MU,3159605,Santa Rita do Sapucaí (MG),685833,690185,1032028,1266645,1427752,1559508
MU,3159704,Santa Rosa da Serra (MG),20537,27922,35434,39007,43909,54784
MU,3159803,Santa Vitória (MG),152408,237229,445762,506637,593277,721333
MU,3159902,Santo Antônio do Amparo (MG),99339,118904,152194,178336,220355,249737
MU,3160009,Santo Antônio do Aventureiro (MG),17652,21018,29896,35368,36788,44484
MU,3160108,Santo Antônio do Grama (MG),19268,23826,33672,43048,53419,70848
MU,3160207,Santo Antônio do Itambé (MG),16406,19435,27331,29520,30977,34648
MU,3160306,Santo Antônio do Jacinto (MG),34242,43223,55965,66769,76766,89127
MU,3160405,Santo Antônio do Monte (MG),188937,220104,302759,409117,446273,528306
MU,3160454,Santo Antônio do Retiro (MG),20108,23834,31106,39618,46809,48680
MU,3160504,Santo Antônio do Rio Abaixo (MG),8404,10521,13337,20155,20110,22201
MU,3160603,Santo Hipólito (MG),17903,21995,35158,34248,38124,33663
MU,3160702,Santos Dumont (MG),463357,512486,541427,611489,847675,905917
MU,3160801,São Bento Abade (MG),26909,27453,39922,48635,57674,60948
MU,3160900,São Brás do Suaçuí (MG),38322,51517,45507,64107,65826,51230
MU,3160959,São Domingos das Dores (MG),24700,28924,43284,42560,60036,66627
MU,3161007,São Domingos do Prata (MG),79055,110676,143474,187060,189910,241155
MU,3161056,São Félix de Minas (MG),13422,25935,20603,31307,30135,35929
MU,3161106,São Francisco (MG),170792,218114,275295,361880,433576,494981
MU,3161205,São Francisco de Paula (MG),41122,48065,67895,64172,85683,96294
MU,3161304,São Francisco de Sales (MG),64687,77355,137280,132621,120585,144496
MU,3161403,São Francisco do Glória (MG),21664,28633,38494,40354,51229,53369
MU,3161502,São Geraldo (MG),47723,56867,104043,127328,148466,204621
MU,3161601,São Geraldo da Piedade (MG),20396,19677,24946,35826,36750,36105
MU,3161650,São Geraldo do Baixio (MG),14143,18250,21190,27201,35563,37035
MU,3161700,São Gonçalo do Abaeté (MG),87058,103240,127111,172060,175879,211331
MU,3161809,São Gonçalo do Pará (MG),77688,76866,116136,149490,165408,232566
MU,3161908,São Gonçalo do Rio Abaixo (MG),338603,391874,2951330,3532063,1793478,3123367
MU,3162005,São Gonçalo do Sapucaí (MG),225903,276220,418222,514161,556874,612288
MU,3162104,São Gotardo (MG),240152,298938,390112,544858,632428,757567
MU,3162203,São João Batista do Glória (MG),64597,74154,94759,123828,123110,141422
MU,3162252,São João da Lagoa (MG),15429,22705,29539,42770,41278,42880
MU,3162302,São João da Mata (MG),19021,19912,30386,31934,35404,42254
MU,3162401,São João da Ponte (MG),79727,98299,110189,148056,183032,195996
MU,3162450,São João das Missões (MG),25070,34425,44055,51927,63743,78302
MU,3162500,São João del Rei (MG),762038,855490,1211080,1498690,1666512,2033659
MU,3162559,São João do Manhuaçu (MG),65599,74892,144346,116069,149886,148513
MU,3162575,São João do Manteninha (MG),24010,26441,36843,48748,59188,54141
MU,3162609,São João do Oriente (MG),29897,37997,41004,58578,72472,79670
MU,3162658,São João do Pacuí (MG),12537,17381,20106,25130,31528,33985
MU,3162708,São João do Paraíso (MG),72104,90712,117431,144036,195204,200157
MU,3162807,São João Evangelista (MG),66279,78278,99563,141741,160034,169043
MU,3162906,São João Nepomuceno (MG),150227,182759,249926,296917,357300,413880
MU,3162922,São Joaquim de Bicas (MG),220618,318612,420396,536542,519948,602735
MU,3162948,São José da Barra (MG),568415,606468,775037,362631,364981,684814
MU,3162955,São José da Lapa (MG),226498,281700,436686,451281,447503,490793
MU,3163003,São José da Safira (MG),12878,22158,21771,30446,36091,38417
MU,3163102,São José da Varginha (MG),41606,44125,72446,81381,79854,83215
MU,3163201,São José do Alegre (MG),18329,22045,29352,31596,40292,42759
MU,3163300,São José do Divino (MG),17361,19603,25107,31447,34761,36654
MU,3163409,São José do Goiabal (MG),20224,24304,32404,41349,47542,54077
MU,3163508,São José do Jacuri (MG),22756,30112,38445,53776,59823,64900
MU,3163607,São José do Mantimento (MG),10755,14525,21958,23063,26850,31309
MU,3163706,São Lourenço (MG),369373,442247,589015,746154,864790,976870
MU,3163805,São Miguel do Anta (MG),29846,36908,48591,53389,64997,77415
MU,3163904,São Pedro da União (MG),33438,42262,72835,58909,78908,98136
MU,3164001,São Pedro dos Ferros (MG),57844,62628,109972,104557,102397,110079
MU,3164100,São Pedro do Suaçuí (MG),22356,26683,32883,47277,46518,57944
MU,3164209,São Romão (MG),38964,45754,66111,108599,109774,138654
MU,3164308,São Roque de Minas (MG),62432,80675,125783,122381,141341,194086
MU,3164407,São Sebastião da Bela Vista (MG),36484,55313,70885,80451,203074,339671
MU,3164431,São Sebastião da Vargem Alegre (MG),13370,17792,38506,33653,55429,46143
MU,3164472,São Sebastião do Anta (MG),30518,29738,41012,40958,52905,68165
MU,3164506,São Sebastião do Maranhão (MG),28734,37955,47927,57997,63286,73167
MU,3164605,São Sebastião do Oeste (MG),74549,121260,209039,297694,384884,301716
MU,3164704,São Sebastião do Paraíso (MG),673530,834739,1111984,1303937,1650934,1937431
MU,3164803,São Sebastião do Rio Preto (MG),7764,9668,12256,16266,17075,18768
MU,3164902,São Sebastião do Rio Verde (MG),11111,12920,17205,20131,22926,27177
MU,3165008,São Tiago (MG),53377,63482,84547,114775,135486,161469
MU,3165107,São Tomás de Aquino (MG),51234,56549,89104,86031,104480,138370
MU,3165206,São Thomé das Letras (MG),37490,46468,64162,74743,82187,89610
MU,3165305,São Vicente de Minas (MG),47737,56164,76650,103416,129054,163125
MU,3165404,Sapucaí-Mirim (MG),37263,48102,77597,79439,83423,97206
MU,3165503,Sardoá (MG),18663,22464,36381,41197,48524,58900
MU,3165537,Sarzedo (MG),190328,227289,588750,794835,739195,895023
MU,3165552,Setubinha (MG),26755,35828,51032,53693,65777,86754
MU,3165560,Sem-Peixe (MG),10580,13496,18117,25516,26814,29918
MU,3165578,Senador Amaral (MG),23353,28356,36250,46336,50398,55966
MU,3165602,Senador Cortes (MG),10165,11120,14673,16429,21214,26798
MU,3165701,Senador Firmino (MG),31178,37192,46412,60577,68497,72198
MU,3165800,Senador José Bento (MG),13344,16124,21261,20401,23925,22682
MU,3165909,Senador Modestino Gonçalves (MG),20634,22440,29038,44144,73108,92088
MU,3166006,Senhora de Oliveira (MG),23633,26923,35791,45962,51573,68283
MU,3166105,Senhora do Porto (MG),13412,15826,24988,27966,29739,37487
MU,3166204,Senhora dos Remédios (MG),35103,42016,52400,68631,78480,79277
MU,3166303,Sericita (MG),28469,33831,56601,67980,80567,70907
MU,3166402,Seritinga (MG),12003,15320,18067,40069,51496,33031
MU,3166501,Serra Azul de Minas (MG),13847,16711,20326,25110,29738,31828
MU,3166600,Serra da Saudade (MG),9118,10013,12058,14193,16599,19081
MU,3166709,Serra dos Aimorés (MG),55332,77636,87017,91489,107942,83623
MU,3166808,Serra do Salitre (MG),99601,125124,179507,188619,231577,345836
MU,3166907,Serrania (MG),45226,57855,89997,86595,101360,124663
MU,3166956,Serranópolis de Minas (MG),13607,17156,21381,26335,30371,34899
MU,3167004,Serranos (MG),10516,13597,15382,34821,28621,27803
MU,3167103,Serro (MG),86808,106000,130611,180994,203907,224580
MU,3167202,Sete Lagoas (MG),3899923,4134043,6403752,8140259,7680951,8262636
MU,3167301,Silveirânia (MG),10652,14548,15292,20017,23832,27033
MU,3167400,Silvianópolis (MG),37569,51001,74759,77965,97885,120922
MU,3167509,Simão Pereira (MG),18499,21477,30331,31895,61311,72822
MU,3167608,Simonésia (MG),65225,78966,142384,119801,167435,190370
MU,3167707,Sobrália (MG),22293,25941,33660,42395,48860,50613
