Nivel,CodIBGE,Municipio,2007,2009,2011,2013,2015,2017
MU,3112901,Caputira (MG),35233,40407,64533,62019,80401,74538
MU,3113008,Caraí (MG),57933,69136,100956,115781,139432,152305
MU,3113107,Caranaíba (MG),12872,15777,18942,25407,28108,31368
MU,3113206,Carandaí (MG),199539,259005,343612,488824,508779,499029
MU,3113305,Carangola (MG),204705,256679,328833,372649,476480,516515
MU,3113404,Caratinga (MG),578653,657155,1066320,1184311,1395690,1608693
MU,3113503,Carbonita (MG),45801,52597,58539,77537,160809,128344
MU,3113602,Careaçu (MG),56932,61755,80446,87081,126345,148841
MU,3113701,Carlos Chagas (MG),125635,172495,290818,294524,328316,320033
MU,3113800,Carmésia (MG),11092,13111,16577,22465,25395,27821
MU,3113909,Carmo da Cachoeira (MG),83108,99847,194030,151161,204305,223937
MU,3114006,Carmo da Mata (MG),72212,76516,104755,141292,163831,169375
MU,3114105,Carmo de Minas (MG),79850,89452,143538,135398,181433,184675
MU,3114204,Carmo do Cajuru (MG),149702,164279,245295,300842,356066,418349
MU,3114303,Carmo do Paranaíba (MG),221731,279941,455760,456638,585494,737380
MU,3114402,Carmo do Rio Claro (MG),169551,160486,319919,300334,367610,451284
MU,3114501,Carmópolis de Minas (MG),127156,166507,236300,309821,366164,365482
MU,3114550,Carneirinho (MG),106136,144351,203301,237915,260702,318482
MU,3114600,Carrancas (MG),26423,31885,39273,52103,65447,78529
MU,3114709,Carvalhópolis (MG),20071,26783,38370,35546,47779,50807
MU,3114808,Carvalhos (MG),19734,22331,29536,44027,46768,55428
MU,3114907,Casa Grande (MG),14045,17579,24837,28644,30337,60550
MU,3115003,Cascalho Rico (MG),22116,27077,43285,53982,48542,47834
MU,3115102,Cássia (MG),156313,166370,229607,248606,288369,317783
MU,3115201,Conceição da Barra de Minas (MG),17020,22210,27433,34164,39996,42767
MU,3115300,Cataguases (MG),706922,831504,1105867,1262652,1414573,1579995
MU,3115359,Catas Altas (MG),53889,65756,387954,461929,274995,609952
MU,3115409,Catas Altas da Noruega (MG),11321,13758,17373,24339,28254,35734
MU,3115458,Catuji (MG),26729,27813,38927,49582,58575,62976
MU,3115474,Catuti (MG),16664,20898,24850,31694,35517,39496
MU,3115508,Caxambu (MG),153772,170633,209648,269187,301609,329263
MU,3115607,Cedro do Abaeté (MG),8299,10381,10781,14097,17258,17486
MU,3115706,Central de Minas (MG),29508,34101,41734,61342,75012,77886
MU,3115805,Centralina (MG),78264,80887,130107,153689,158257,271412
MU,3115904,Chácara (MG),11857,17640,22328,32499,33946,36400
MU,3116001,Chalé (MG),20900,25559,39852,44238,59214,68491
MU,3116100,Chapada do Norte (MG),37860,46614,58150,73704,85620,95509
MU,3116159,Chapada Gaúcha (MG),47481,71905,92706,114692,133706,182528
MU,3116209,Chiador (MG),14571,20071,22478,24995,27033,29837
MU,3116308,Cipotânea (MG),19551,23453,28917,37915,45707,48159
MU,3116407,Claraval (MG),37107,40219,57997,67778,111330,122624
MU,3116506,Claro dos Poções (MG),32065,42762,46907,54162,58648,62592
MU,3116605,Cláudio (MG),218029,273268,346541,442765,522409,656478
MU,3116704,Coimbra (MG),31671,38374,51276,67766,86848,107944
MU,3116803,Coluna (MG),31116,36266,44331,60073,76997,85394
MU,3116902,Comendador Gomes (MG),56558,68279,82785,94522,95011,111341
MU,3117009,Comercinho (MG),27709,34817,46374,50226,52987,53964
MU,3117108,Conceição da Aparecida (MG),70823,93456,132545,124362,180537,203379
MU,3117207,Conceição das Pedras (MG),18086,21164,34067,34315,41305,37235
MU,3117306,Conceição das Alagoas (MG),311227,422848,587850,631267,623321,844041
MU,3117405,Conceição de Ipanema (MG),16548,21826,27078,35313,39195,49820
MU,3117504,Conceição do Mato Dentro (MG),68722,103775,168247,382546,829699,810999
MU,3117603,Conceição do Pará (MG),78722,92313,198283,148706,200835,268643
MU,3117702,Conceição do Rio Verde (MG),80371,91778,125007,150435,179141,207755
MU,3117801,Conceição dos Ouros (MG),74492,84250,142522,122613,131835,186512
MU,3117836,Cônego Marinho (MG),19218,23661,31803,40366,44705,50858
MU,3117876,Confins (MG),248964,354657,638479,954185,789658,1058291
MU,3117900,Congonhal (MG),78266,85799,128983,138651,168439,184679
MU,3118007,Congonhas (MG),678195,821383,2755150,3440406,2847307,1646174
MU,3118106,Congonhas do Norte (MG),15388,19949,24900,30601,36404,38962
MU,3118205,Conquista (MG),82139,94834,152452,185796,335187,437620
MU,3118304,Conselheiro Lafaiete (MG),787776,977755,1276732,1716669,1878985,2125977
MU,3118403,Conselheiro Pena (MG),125891,154139,186022,230531,261753,300321
MU,3118502,Consolação (MG),9431,11226,14170,18884,22754,24459
MU,3118601,Contagem (MG),13007108,16186195,20220913,24358358,26028295,28988053
MU,3118700,Coqueiral (MG),52571,68442,108656,110185,126272,148753
MU,3118809,Coração de Jesus (MG),89443,113956,146868,191797,197933,200148
MU,3118908,Cordisburgo (MG),42837,48855,60962,76320,91560,92742
MU,3119005,Cordislândia (MG),21517,27018,45783,40191,50779,59147
MU,3119104,Corinto (MG),125147,138933,255663,247384,289743,316786
MU,3119203,Coroaci (MG),39935,49810,66420,68090,88953,92589
MU,3119302,Coromandel (MG),326989,379010,584556,708161,805972,885184
MU,3119401,Coronel Fabriciano (MG),628080,810523,1071321,1389779,1537239,1648593
MU,3119500,Coronel Murta (MG),28618,37345,49475,61145,76760,80165
MU,3119609,Coronel Pacheco (MG),16754,19755,23698,31139,36893,42215
MU,3119708,Coronel Xavier Chaves (MG),17837,26146,31906,39279,42539,47191
MU,3119807,Córrego Danta (MG),32911,41217,58781,80193,91119,107185
MU,3119906,Córrego do Bom Jesus (MG),15282,18068,21091,26730,32603,33138
MU,3119955,Córrego Fundo (MG),82441,90366,148502,174585,155883,183130
MU,3120003,Córrego Novo (MG),17799,21422,19895,23661,29442,31907
MU,3120102,Couto de Magalhães de Minas (MG),17258,21657,30364,44835,55334,42114
MU,3120151,Crisólita (MG),23396,29085,33324,41893,48112,55271
MU,3120201,Cristais (MG),76689,86959,130534,125125,160896,194876
MU,3120300,Cristália (MG),18888,24380,34746,58167,37566,43401
MU,3120409,Cristiano Otoni (MG),30580,37505,50850,76002,88548,77100
MU,3120508,Cristina (MG),57449,74726,130278,123601,144779,181659
MU,3120607,Crucilândia (MG),22774,27001,35449,47723,53672,53762
MU,3120706,Cruzeiro da Fortaleza (MG),27164,37044,48276,62052,76308,92905
MU,3120805,Cruzília (MG),74683,92243,121040,161947,195750,220356
MU,3120839,Cuparaque (MG),16861,21771,32513,36340,45984,51351
MU,3120870,Curral de Dentro (MG),21736,37520,32619,51885,57527,57235
MU,3120904,Curvelo (MG),638832,681213,841929,1220268,1369859,1480513
MU,3121001,Datas (MG),17440,22195,29286,45261,47497,47643
MU,3121100,Delfim Moreira (MG),39276,49217,61464,65847,84133,95137
MU,3121209,Delfinópolis (MG),62603,83511,122421,122599,132213,162178
MU,3121258,Delta (MG),154383,195974,247270,285507,305105,346116
MU,3121308,Descoberto (MG),29274,31093,39096,51779,52337,72828
MU,3121407,Desterro de Entre Rios (MG),26530,30295,41030,53508,64930,118742
MU,3121506,Desterro do Melo (MG),14851,18376,23701,29254,33697,34825
MU,3121605,Diamantina (MG),239270,309503,421303,563269,666660,725681
MU,3121704,Diogo de Vasconcelos (MG),14456,17166,21631,25162,29803,30898
MU,3121803,Dionísio (MG),31481,38471,44146,56391,66084,76350
MU,3121902,Divinésia (MG),16749,21790,27555,36778,35348,44430
MU,3122009,Divino (MG),75661,96528,162248,171696,226942,225688
MU,3122108,Divino das Laranjeiras (MG),20351,23619,26756,38084,42246,47466
MU,3122207,Divinolândia de Minas (MG),21257,29434,34501,48365,51572,58381
MU,3122306,Divinópolis (MG),2736127,3001720,3955208,4958091,5483763,6036935
MU,3122355,Divisa Alegre (MG),37044,47156,85753,64629,68678,123822
MU,3122405,Divisa Nova (MG),30845,38719,56207,61034,74113,92661
MU,3122454,Divisópolis (MG),32344,38881,53030,53083,57891,68905
MU,3122470,Dom Bosco (MG),20395,25247,31516,39152,45793,50496
MU,3122504,Dom Cavati (MG),24878,25458,29712,36425,48177,54514
MU,3122603,Dom Joaquim (MG),17077,20462,27583,40246,40669,43143
MU,3122702,Dom Silvério (MG),35375,38735,54754,62648,72945,82738
MU,3122801,Dom Viçoso (MG),13271,14567,18172,23218,26311,30419
MU,3122900,Dona Eusébia (MG),26270,30329,43987,52157,67325,85008
MU,3123007,Dores de Campos (MG),46740,84449,148076,174295,215933,271131
MU,3123106,Dores de Guanhães (MG),28922,25669,40769,66108,97376,110351
MU,3123205,Dores do Indaiá (MG),96918,109421,140118,169891,191122,212144
MU,3123304,Dores do Turvo (MG),18896,20395,26870,38770,38719,45610
MU,3123403,Doresópolis (MG),12684,14158,19130,26550,52507,61548
MU,3123502,Douradoquara (MG),15450,19028,31921,41052,49252,49727
MU,3123528,Durandé (MG),37578,45956,74130,65502,83470,85999
MU,3123601,Elói Mendes (MG),253660,230913,374017,334161,456882,593370
MU,3123700,Engenheiro Caldas (MG),45759,60203,67031,90297,107399,108073
MU,3123809,Engenheiro Navarro (MG),25867,32974,43902,58290,65433,70561
MU,3123858,Entre Folhas (MG),16948,23487,30947,37499,44864,49942
MU,3123908,Entre Rios de Minas (MG),74592,85601,108669,133278,162488,180657
MU,3124005,Ervália (MG),101125,118515,179684,230948,273504,276969
MU,3124104,Esmeraldas (MG),231434,286760,374650,476803,584582,676032
MU,3124203,Espera Feliz (MG),97831,159694,252239,278337,405848,395586
MU,3124302,Espinosa (MG),100725,127971,173891,221355,261660,274227
MU,3124401,Espírito Santo do Dourado (MG),23160,28929,46369,52966,71293,71665
MU,3124500,Estiva (MG),91808,98098,151844,197055,229208,240892
MU,3124609,Estrela Dalva (MG),13516,15909,18261,22533,26576,31686
MU,3124708,Estrela do Indaiá (MG),39085,44982,67967,76238,84564,95479
MU,3124807,Estrela do Sul (MG),140572,272605,447497,493593,122552,375621
MU,3124906,Eugenópolis (MG),47003,61629,93145,111907,132946,153798
MU,3125002,Ewbank da Câmara (MG),17566,18445,24343,34126,37610,39852
MU,3125101,Extrema (MG),1102356,1400501,2387095,4083946,5086205,7529547
MU,3125200,Fama (MG),17166,20865,32980,29102,35712,40858
MU,3125309,Faria Lemos (MG),23454,26863,34576,36938,46185,53453
MU,3125408,Felício dos Santos (MG),18148,22586,27885,36504,39468,42471
MU,3125507,São Gonçalo do Rio Preto (MG),13890,16644,20296,24427,27226,32396
MU,3125606,Felisburgo (MG),23815,31386,35130,46295,55881,57826
MU,3125705,Felixlândia (MG),87130,120230,196940,339140,251717,209566
MU,3125804,Fernandes Tourinho (MG),12858,15345,20094,26615,31885,39127
MU,3125903,Ferros (MG),53708,52547,70861,95508,101191,110648
MU,3125952,Fervedouro (MG),39603,52696,71120,87379,106778,103796
MU,3126000,Florestal (MG),36033,43976,58647,74468,101191,110059
MU,3126109,Formiga (MG),595023,734400,985300,1167138,1336714,1620086
MU,3126208,Formoso (MG),55291,82095,118174,151894,161155,154807
MU,3126307,Fortaleza de Minas (MG),160092,211257,335710,98183,93873,67237
MU,3126406,Fortuna de Minas (MG),15470,20400,24757,33403,32940,36241
MU,3126505,Francisco Badaró (MG),26685,32139,38148,48851,60488,65936
MU,3126604,Francisco Dumont (MG),17283,25017,34094,31494,42979,58922
MU,3126703,Francisco Sá (MG),117930,148935,208414,305789,299148,302661
MU,3126752,Franciscópolis (MG),20241,24601,32137,47639,55831,71282
MU,3126802,Frei Gaspar (MG),25287,30738,37784,43759,50593,52809
MU,3126901,Frei Inocêncio (MG),42794,59182,51789,82586,84452,93078
MU,3126950,Frei Lagonegro (MG),11730,14853,17311,22300,25375,33562
MU,3127008,Fronteira (MG),819776,789237,1013471,529976,671490,1057313
MU,3127057,Fronteira dos Vales (MG),14324,18528,22957,27813,31752,35766
MU,3127073,Fruta de Leite (MG),17835,22919,25852,32381,35356,39417
MU,3127107,Frutal (MG),524281,654763,966658,1228954,1411955,1842323
MU,3127206,Funilândia (MG),18075,23160,27189,39343,46824,51673
MU,3127305,Galiléia (MG),34232,36933,46474,62071,78223,83014
MU,3127339,Gameleiras (MG),19470,25314,28613,33845,37420,39050
MU,3127354,Glaucilândia (MG),12113,15788,17694,21196,25144,27287
MU,3127370,Goiabeira (MG),14922,16401,22429,27002,31535,36709
MU,3127388,Goianá (MG),17089,21484,30673,37947,47567,58037
MU,3127404,Gonçalves (MG),20084,24963,31958,45288,50603,59376
MU,3127503,Gonzaga (MG),17784,21018,30601,36794,42237,48237
MU,3127602,Gouveia (MG),68912,80885,88747,126533,136031,129192
MU,3127701,Governador Valadares (MG),2501253,3029159,3719895,4585400,5435820,5886910
MU,3127800,Grão Mogol (MG),211974,227903,286648,283465,319315,285688
MU,3127909,Grupiara (MG),12887,14341,16450,22076,23554,27312
MU,3128006,Guanhães (MG),201090,238306,352159,503618,584927,617546
MU,3128105,Guapé (MG),74219,97928,151355,160371,198099,242893
MU,3128204,Guaraciaba (MG),32457,41232,45164,62477,74708,85985
MU,3128253,Guaraciama (MG),16781,21180,35011,48541,37014,39092
MU,3128303,Guaranésia (MG),223249,230610,326283,356000,329421,431996
MU,3128402,Guarani (MG),53472,55960,75922,105979,120990,120099
MU,3128501,Guarará (MG),18896,25997,33007,36269,36475,46508
MU,3128600,Guarda-Mor (MG),94256,155353,197331,247312,268973,340183
MU,3128709,Guaxupé (MG),767173,870103,1448702,1545994,2084445,1914080
MU,3128808,Guidoval (MG),42782,48006,75052,86369,99098,100867
MU,3128907,Guimarânia (MG),45567,59290,81528,96342,122362,143724
MU,3129004,Guiricema (MG),46313,52537,72242,75987,86388,93273
MU,3129103,Gurinhatã (MG),52542,64848,87001,90062,108258,130299
MU,3129202,Heliodora (MG),37311,47820,65037,68221,83368,91429
MU,3129301,Iapu (MG),34789,45245,50682,70437,94079,100488
MU,3129400,Ibertioga (MG),24232,29584,39434,48265,55395,65199
MU,3129509,Ibiá (MG),337463,492792,602582,747347,778455,920285
MU,3129608,Ibiaí (MG),28935,32187,49957,57838,65314,65984
MU,3129657,Ibiracatu (MG),16257,22424,23760,32534,38436,42359
MU,3129707,Ibiraci (MG),357466,373366,513716,329663,400106,624531
MU,3129806,Ibirité (MG),943584,1240821,1494033,1667620,1939293,2170053
MU,3129905,Ibitiúra de Minas (MG),16517,22439,31402,37161,47006,49056
MU,3130002,Ibituruna (MG),17975,22774,32374,31536,32971,36479
MU,3130051,Icaraí de Minas (MG),28215,37365,44460,58402,69823,76107
MU,3130101,Igarapé (MG),230368,296964,795139,1095721,627706,648111
MU,3130200,Igaratinga (MG),62312,73257,102692,136904,166659,340015
MU,3130309,Iguatama (MG),161389,195109,269240,315182,335572,316747
MU,3130408,Ijaci (MG),171869,264636,417220,375787,339748,334806
MU,3130507,Ilicínea (MG),61195,79547,131653,123208,152818,183631
MU,3130556,Imbé de Minas (MG),28383,29729,43461,42382,54911,60418
MU,3130606,Inconfidentes (MG),36487,47103,64334,68963,79832,95100
MU,3130655,Indaiabira (MG),24088,31443,42962,49758,58512,54942
MU,3130705,Indianópolis (MG),360162,306653,496063,464940,671493,438897
MU,3130804,Ingaí (MG),21872,26219,33270,47039,55415,58624
MU,3130903,Inhapim (MG),110110,127280,183797,208968,258025,290523
MU,3131000,Inhaúma (MG),43878,51564,68068,80263,82401,99776
MU,3131109,Inimutaba (MG),33976,40812,53319,62828,63327,79701
MU,3131158,Ipaba (MG),43814,52349,76063,104950,124904,147640
MU,3131208,Ipanema (MG),92649,120129,124268,185160,202536,230036
MU,3131307,Ipatinga (MG),6717318,6752153,8131460,9526045,8481491,9662783
MU,3131406,Ipiaçu (MG),41004,44752,61262,59896,73416,97671
MU,3131505,Ipuiúna (MG),52837,68786,91353,145246,134026,132850
MU,3131604,Iraí de Minas (MG),57283,77146,126896,183371,176536,213513
MU,3131703,Itabira (MG),2140568,2276112,5253017,6187543,3798890,5220378
MU,3131802,Itabirinha (MG),37508,46401,55954,74260,87158,97926
MU,3131901,Itabirito (MG),825781,877749,2511159,4026449,2920127,3938104
MU,3132008,Itacambira (MG),16243,22369,32135,71160,53926,58061
MU,3132107,Itacarambi (MG),72801,96311,114212,154161,176328,189501
MU,3132206,Itaguara (MG),116334,111329,139908,178279,215090,268072
MU,3132305,Itaipé (MG),36892,44928,62380,70261,88504,86368
MU,3132404,Itajubá (MG),1375402,1665337,2082555,2409881,2716197,3010826
MU,3132503,Itamarandiba (MG),141600,176264,252587,291546,492893,403726
MU,3132602,Itamarati de Minas (MG),22528,31341,72421,76557,45588,56507
MU,3132701,Itambacuri (MG),106971,154459,155365,215288,234701,259465
MU,3132800,Itambé do Mato Dentro (MG),10119,11591,14477,19419,22649,25765
MU,3132909,Itamogi (MG),67254,66312,94069,115579,151426,168368
MU,3133006,Itamonte (MG),246500,263551,309193,546271,606749,722636
MU,3133105,Itanhandu (MG),206652,240230,301631,345831,360567,420622
MU,3133204,Itanhomi (MG),44003,55050,65946,87651,107420,113449
MU,3133303,Itaobim (MG),115773,145880,160450,200766,288071,255007
MU,3133402,Itapagipe (MG),169036,183329,307453,339610,360772,454891
MU,3133501,Itapecerica (MG),145840,169208,246647,340052,399107,463498
MU,3133600,Itapeva (MG),79042,103073,132308,212977,229719,302770
MU,3133709,Itatiaiuçu (MG),192730,179772,1520796,1682497,741168,960081
MU,3133758,Itaú de Minas (MG),352168,432524,592303,613235,510475,509263
MU,3133808,Itaúna (MG),1309556,1371625,1943659,2408444,2466328,3028868
MU,3133907,Itaverava (MG),20019,24372,29255,42324,50345,48365
MU,3134004,Itinga (MG),39704,50047,76666,93631,117650,122221
MU,3134103,Itueta (MG),30906,37838,45309,56196,75674,81376
MU,3134202,Ituiutaba (MG),1047333,1509288,1929091,2548879,2744948,2895226
MU,3134301,Itumirim (MG),26524,29681,35767,44705,53168,61590
MU,3134400,Iturama (MG),1542707,1468567,1808560,1774187,1825273,1725281
MU,3134509,Itutinga (MG),42384,52859,51010,73630,81339,83598
MU,3134608,Jaboticatubas (MG),81141,86179,115961,150578,185427,205295
MU,3134707,Jacinto (MG),41271,53164,62024,77968,94404,101960
MU,3134806,Jacuí (MG),41423,46892,74129,81365,95008,109705
MU,3134905,Jacutinga (MG),210118,256033,397894,412148,502494,633780
MU,3135001,Jaguaraçu (MG),28119,33679,40382,52500,62331,64937
MU,3135050,Jaíba (MG),148366,207801,297903,402994,470533,555399
MU,3135076,Jampruca (MG),19770,23496,33478,42540,46843,54381
MU,3135100,Janaúba (MG),399252,462819,568588,725688,967457,1096609
MU,3135209,Januária (MG),269823,318634,366202,509465,594901,676244
MU,3135308,Japaraíba (MG),32218,34210,54001,49416,59195,68001
MU,3135357,Japonvar (MG),22009,27774,34003,51584,53919,57654
MU,3135407,Jeceaba (MG),38923,172025,109467,580182,614210,769957
MU,3135456,Jenipapo de Minas (MG),18668,30448,29374,36441,45584,69762
MU,3135506,Jequeri (MG),51723,65307,104259,104484,134956,145486
MU,3135605,Jequitaí (MG),32962,39702,46935,70579,70546,78651
MU,3135704,Jequitibá (MG),38623,52762,67366,83422,89473,89207
MU,3135803,Jequitinhonha (MG),83700,101883,132153,157848,208737,225088
MU,3135902,Jesuânia (MG),26664,31123,43162,44338,51506,64435
MU,3136009,Joaíma (MG),48778,59203,72250,91713,113743,131813
MU,3136108,Joanésia (MG),45461,42076,41378,49108,82221,77119
MU,3136207,João Monlevade (MG),1502317,1638942,1993102,2186452,2339499,2589634
MU,3136306,João Pinheiro (MG),395034,467359,795632,957820,1177576,1461889
MU,3136405,Joaquim Felício (MG),19081,24109,30628,46210,44425,40384
MU,3136504,Jordânia (MG),30809,39864,48342,64179,75729,82015
MU,3136520,José Gonçalves de Minas (MG),23880,17746,20221,29146,34335,44991
MU,3136553,José Raydan (MG),17205,21447,31937,42235,40798,54604
MU,3136579,Josenópolis (MG),13498,17033,32405,33629,39315,36224
MU,3136603,Nova União (MG),27109,33126,42885,50461,62660,82160
MU,3136652,Juatuba (MG),573844,675756,812960,902246,1130250,1201845
MU,3136702,Juiz de Fora (MG),7267282,8338813,10490361,13196898,14436472,15985712
MU,3136801,Juramento (MG),18347,22609,27479,69459,39611,36755
MU,3136900,Juruaia (MG),49431,65275,117164,113809,154156,164661
MU,3136959,Juvenília (MG),21315,25952,30716,38700,44589,50159
MU,3137007,Ladainha (MG),43136,68492,71114,85668,101644,113190
MU,3137106,Lagamar (MG),55893,70141,91131,130564,136182,262696
MU,3137205,Lagoa da Prata (MG),530671,635231,853961,1111375,1340940,1631037
MU,3137304,Lagoa dos Patos (MG),18954,23617,29687,35373,39193,44682
MU,3137403,Lagoa Dourada (MG),61392,78157,101457,130800,151638,202557
MU,3137502,Lagoa Formosa (MG),97778,121326,177551,228559,286427,321516
MU,3137536,Lagoa Grande (MG),77115,86259,124863,167802,181949,228082
MU,3137601,Lagoa Santa (MG),586665,747564,1096951,1418298,1665738,1661110
MU,3137700,Lajinha (MG),105739,143672,220093,243098,281387,313232
MU,3137809,Lambari (MG),122732,159582,249243,236161,290274,333541
MU,3137908,Lamim (MG),12955,16214,21028,27636,32839,40225
MU,3138005,Laranjal (MG),30557,36901,48511,61237,65940,75710
MU,3138104,Lassance (MG),58415,68005,93287,103168,99769,111982
MU,3138203,Lavras (MG),1023309,1206168,1643784,2059196,2102443,2485868
MU,3138302,Leandro Ferreira (MG),18058,20804,24975,34326,35981,38520
MU,3138351,Leme do Prado (MG),15188,20651,26770,32984,41000,50544
MU,3138401,Leopoldina (MG),412081,517786,643073,808255,974908,1038715
MU,3138500,Liberdade (MG),32200,36667,49283,59963,69987,81903
MU,3138609,Lima Duarte (MG),79113,98406,143349,205924,219658,250830
MU,3138625,Limeira do Oeste (MG),91628,113934,185733,223713,278546,342563
MU,3138658,Lontra (MG),20157,26291,34853,45342,53835,65126
MU,3138674,Luisburgo (MG),34898,37235,76662,47620,70883,81982
MU,3138682,Luislândia (MG),19606,27432,30676,38386,45029,48544
MU,3138708,Luminárias (MG),30017,34266,47272,50418,61518,102482
MU,3138807,Luz (MG),174666,223042,280604,379510,432027,491632
MU,3138906,Machacalis (MG),27839,37672,39346,60248,61619,74495
MU,3139003,Machado (MG),401695,521239,744259,763287,855183,962423
MU,3139102,Madre de Deus de Minas (MG),33812,45990,58575,90403,110706,157369
MU,3139201,Malacacheta (MG),66085,99970,108271,143241,179542,181476
MU,3139250,Mamonas (MG),17842,23507,26063,33269,39721,47648
MU,3139300,Manga (MG),81436,96917,110983,145976,189683,187803
MU,3139409,Manhuaçu (MG),839629,1078228,1444415,1638603,1956063,2385010
MU,3139508,Manhumirim (MG),164047,181836,290046,305305,415233,448031
MU,3139607,Mantena (MG),181965,192690,237496,294526,349070,376826
MU,3139706,Maravilhas (MG),63704,63932,82236,113589,93594,115211
MU,3139805,Mar de Espanha (MG),60115,77788,106212,123681,144788,170434
MU,3139904,Maria da Fé (MG),62393,73635,93742,115865,144971,157645
MU,3140001,Mariana (MG),1086300,1334734,5721537,6613176,3254653,2897515
MU,3140100,Marilac (MG),16639,19827,25358,33667,37916,42071
MU,3140159,Mário Campos (MG),41483,65014,87674,124380,146315,154894
MU,3140209,Maripá de Minas (MG),17678,21833,30080,42678,43658,57640
MU,3140308,Marliéria (MG),15682,19182,23889,31297,37714,39015
MU,3140407,Marmelópolis (MG),18774,21828,19936,24919,27577,30952
MU,3140506,Martinho Campos (MG),107905,121700,174852,204825,253705,320780
MU,3140530,Martins Soares (MG),44891,49490,121233,81237,117093,135868
MU,3140555,Mata Verde (MG),21001,28598,38066,45584,52953,62614
MU,3140605,Materlândia (MG),19312,22558,27373,33107,38305,44136
MU,3140704,Mateus Leme (MG),255672,306371,442854,562910,535844,692349
MU,3140803,Matias Barbosa (MG),303822,356495,412670,498801,504419,505119
MU,3140852,Matias Cardoso (MG),43524,49995,85127,120382,126349,134028
MU,3140902,Matipó (MG),102862,131362,210601,280203,367803,240994
MU,3141009,Mato Verde (MG),49020,59233,78005,90082,103559,119935
MU,3141108,Matozinhos (MG),495630,602152,742963,890007,969570,1003317
MU,3141207,Matutina (MG),26367,30436,43978,62950,61069,62992
MU,3141306,Medeiros (MG),35346,41218,69245,99184,105047,120845
MU,3141405,Medina (MG),79041,93870,147239,186186,207680,215490
MU,3141504,Mendes Pimentel (MG),28186,31812,37164,46192,50457,56105
MU,3141603,Mercês (MG),45313,46034,70344,89594,102235,115996
MU,3141702,Mesquita (MG),22793,28534,29624,33770,43516,45480
MU,3141801,Minas Novas (MG),95823,120871,159976,204478,283550,251113
MU,3141900,Minduri (MG),21053,28226,36696,50709,69025,67794
MU,3142007,Mirabela (MG),42845,53575,64477,90368,105425,122792
MU,3142106,Miradouro (MG),53582,136349,105803,97782,122246,130090
MU,3142205,Miraí (MG),87411,90636,155190,224062,219636,242541
MU,3142254,Miravânia (MG),16043,18801,22788,26897,31573,36848
MU,3142304,Moeda (MG),21482,27986,35148,49424,49262,59008
MU,3142403,Moema (MG),37670,39318,53330,71093,81870,106929
MU,3142502,Monjolos (MG),12537,14736,19404,24695,28186,41278
MU,3142601,Monsenhor Paulo (MG),76050,95895,154095,167051,178545,195798
MU,3142700,Montalvânia (MG),54385,63509,95727,98374,118687,126220
MU,3142809,Monte Alegre de Minas (MG),183011,269380,370879,425775,507729,551616
MU,3142908,Monte Azul (MG),74010,87450,120574,145823,172109,190646
MU,3143005,Monte Belo (MG),93908,126351,173843,184496,215363,282967
MU,3143104,Monte Carmelo (MG),524524,541725,907372,1102782,1119160,1091759
MU,3143153,Monte Formoso (MG),14030,17814,18628,22635,28514,32087
MU,3143203,Monte Santo de Minas (MG),155919,198270,277008,319378,366348,357502
MU,3143302,Montes Claros (MG),3395367,4109624,5460968,7042716,8011232,8966059
MU,3143401,Monte Sião (MG),144562,187159,282062,304004,397907,413046
MU,3143450,Montezuma (MG),21883,27681,33925,43515,56688,60269
MU,3143500,Morada Nova de Minas (MG),71013,83231,109434,166309,211026,272546
MU,3143609,Morro da Garça (MG),19470,26801,37461,47577,149608,47266
MU,3143708,Morro do Pilar (MG),13851,16230,22561,35040,31394,32575
MU,3143807,Munhoz (MG),26356,30405,36818,49440,64512,88176
MU,3143906,Muriaé (MG),808330,1049270,1368442,1741040,1892370,2100138
MU,3144003,Mutum (MG),119331,155403,240315,255345,299714,374253
MU,3144102,Muzambinho (MG),148888,182683,246675,310905,396288,415062
MU,3144201,Nacip Raydan (MG),11230,14253,17334,23276,27732,27006
MU,3144300,Nanuque (MG),320289,363169,440377,543709,637851,643887
MU,3144359,Naque (MG),28861,29470,39718,50736,65621,68612
MU,3144375,Natalândia (MG),15358,19013,25924,35797,40651,43845
MU,3144409,Natércia (MG),29122,37745,57360,52798,67156,67909
MU,3144508,Nazareno (MG),65245,82170,136768,196969,219393,205121
MU,3144607,Nepomuceno (MG),163400,199652,319993,322171,395681,444409
MU,3144656,Ninheira (MG),28117,37305,48566,53944,71115,75957
MU,3144672,Nova Belém (MG),24850,23429,32938,32977,52955,37655
MU,3144706,Nova Era (MG),208287,271922,290360,329055,324849,321543
MU,3144805,Nova Lima (MG),1846964,2258130,6989810,9564345,7288510,9112333
MU,3144904,Nova Módica (MG),20734,22103,27308,33611,39309,42531
MU,3145000,Nova Ponte (MG),540504,521726,566830,667475,850930,773730
MU,3145059,Nova Porteirinha (MG),36702,42321,62991,88586,90893,104528
MU,3145109,Nova Resende (MG),92061,106745,200603,185418,274618,296654
MU,3145208,Nova Serrana (MG),530993,699795,1206047,1644361,1915877,2602636
MU,3145307,Novo Cruzeiro (MG),83979,104201,134321,165358,206599,233655
MU,3145356,Novo Oriente de Minas (MG),28350,36140,47537,54570,65214,81938
MU,3145372,Novorizonte (MG),14515,19210,25811,33612,40055,50751
