 Morbidade Hospitalar do SUS - por local de internação - Brasil
InternaçõesAIH aprovadasValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Período:Fev/2021
"Município";"Internações";"AIH_aprovadas";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"313120 Ipanema";47;47;22862,57;17121,07;-;-;5741,50;-;-;486,44;486,44;154;3,3;-;-
"313130 Ipatinga";2393;2393;6669241,55;5550499,39;-;-;1118742,16;-;-;2786,98;2786,98;14529;6,1;207;8,65
"313150 Ipuiúna";15;15;6404,16;5532,09;-;-;872,07;-;-;426,94;426,94;58;3,9;1;6,67
"313170 Itabira";711;711;994018,59;824793,00;-;-;169225,59;-;-;1398,06;1398,06;4449;6,3;40;5,63
"313180 Itabirinha";38;38;23010,21;19599,43;-;-;3410,78;-;-;605,53;605,53;107;2,8;-;-
"313190 Itabirito";145;145;86372,63;70281,49;-;-;16091,14;-;-;595,67;595,67;732;5,0;4;2,76
"313210 Itacarambi";22;22;10258,94;7870,90;-;-;2388,04;-;-;466,32;466,32;61;2,8;1;4,55
"313220 Itaguara";59;59;26283,47;19690,53;-;-;6592,94;-;-;445,48;445,48;162;2,7;1;1,69
"313230 Itaipé";38;38;15951,60;13913,08;-;-;2038,52;-;-;419,78;419,78;166;4,4;-;-
"313240 Itajubá";649;649;1137178,25;948322,85;-;-;188855,40;-;-;1752,20;1752,20;2232;3,4;40;6,16
"313250 Itamarandiba";140;145;59511,43;46021,54;-;-;13489,89;-;-;410,42;425,08;617;4,4;-;-
"313270 Itambacuri";208;208;109337,60;88849,89;-;-;20487,71;-;-;525,66;525,66;811;3,9;13;6,25
"313300 Itamonte";64;64;31636,99;26234,19;-;-;5402,80;-;-;494,33;494,33;231;3,6;3;4,69
"313310 Itanhandu";92;92;132029,53;108779,57;-;-;23249,96;-;-;1435,10;1435,10;416;4,5;6;6,52
"313320 Itanhomi";37;37;24060,74;18705,85;-;-;5354,89;-;-;650,29;650,29;116;3,1;1;2,70
"313330 Itaobim";158;158;68933,36;52769,87;-;-;16163,49;-;-;436,29;436,29;517;3,3;6;3,80
"313350 Itapecerica";59;59;26900,25;21212,22;-;-;5688,03;-;-;455,94;455,94;174;2,9;5;8,47
"313375 Itaú de Minas";14;14;5060,77;4499,73;-;-;561,04;-;-;361,48;361,48;46;3,3;-;-
"313380 Itaúna";224;224;381037,31;311797,45;-;-;69239,86;-;-;1701,06;1701,06;1190;5,3;27;12,05
"313420 Ituiutaba";427;446;874429,69;733868,35;-;-;140561,34;-;-;1960,60;2047,84;2945;6,9;47;11,01
"313440 Iturama";139;139;89923,80;66641,07;-;-;23282,73;-;-;646,93;646,93;367;2,6;3;2,16
"313460 Jaboticatubas";29;29;13299,19;11480,38;-;-;1818,81;-;-;458,59;458,59;119;4,1;2;6,90
"313470 Jacinto";94;94;44332,03;35883,04;-;-;8448,99;-;-;471,62;471,62;295;3,1;2;2,13
"313490 Jacutinga";68;68;36769,46;26957,67;-;-;9811,79;-;-;540,73;540,73;197;2,9;5;7,35
"313505 Jaíba";64;64;42204,69;35235,54;-;-;6969,15;-;-;659,45;659,45;256;4,0;1;1,56
"313510 Janaúba";606;606;728193,81;571689,15;-;-;156504,66;-;-;1201,64;1201,64;2537;4,2;30;4,95
"313520 Januária";290;290;187662,68;148796,58;-;-;38866,10;-;-;647,11;647,11;954;3,3;27;9,31
"313540 Jeceaba";12;12;4842,43;4103,66;-;-;738,77;-;-;403,54;403,54;73;6,1;-;-
"313580 Jequitinhonha";93;93;53712,54;44468,70;-;-;9243,84;-;-;577,55;577,55;356;3,8;4;4,30
"313600 Joaíma";48;48;27495,75;21496,05;-;-;5999,70;-;-;572,83;572,83;154;3,2;3;6,25
"313620 João Monlevade";387;387;533787,43;441755,54;-;-;92031,89;-;-;1379,30;1379,30;1950;5,0;60;15,50
"313630 João Pinheiro";179;179;115843,01;85263,24;-;-;30579,77;-;-;647,17;647,17;619;3,5;10;5,59
"313650 Jordânia";23;23;15783,59;12991,89;-;-;2791,70;-;-;686,24;686,24;106;4,6;1;4,35
"313670 Juiz de Fora";3226;3374;10959188,07;9044284,06;-;-;1914904,01;-;-;3248,13;3397,14;26481;8,2;252;7,81
"313690 Juruaia";23;23;12883,25;10051,53;-;-;2831,72;-;-;560,14;560,14;68;3,0;1;4,35
"313700 Ladainha";32;32;20878,76;18001,97;-;-;2876,79;-;-;652,46;652,46;162;5,1;2;6,25
"313710 Lagamar";8;8;5319,09;4481,79;-;-;837,30;-;-;664,89;664,89;31;3,9;-;-
"313720 Lagoa da Prata";157;157;226208,85;187172,94;-;-;39035,91;-;-;1440,82;1440,82;783;5,0;5;3,18
"313750 Lagoa Formosa";47;47;58329,00;46945,21;-;-;11383,79;-;-;1241,04;1241,04;113;2,4;3;6,38
"313760 Lagoa Santa";167;167;89032,18;65348,82;-;4074,42;15807,87;4074,42;3801,07;533,13;533,13;641;3,8;4;2,40
"313770 Lajinha";67;67;34526,94;26310,06;-;-;8216,88;-;-;515,33;515,33;185;2,8;1;1,49
"313780 Lambari";61;61;28233,34;22274,71;-;-;5958,63;-;-;462,84;462,84;187;3,1;5;8,20
"313800 Laranjal";14;14;4466,63;3968,64;-;-;497,99;-;-;319,04;319,04;52;3,7;-;-
"313820 Lavras";463;463;946278,14;778699,31;-;-;167578,83;-;-;2043,80;2043,80;2088;4,5;29;6,26
"313840 Leopoldina";264;264;345096,80;285252,51;-;-;59844,29;-;-;1307,18;1307,18;1273;4,8;29;10,98
"313860 Lima Duarte";53;53;21846,98;18090,51;-;-;3756,47;-;-;412,21;412,21;223;4,2;5;9,43
"313880 Luz";155;155;62765,62;49815,05;-;-;12950,57;-;-;404,94;404,94;397;2,6;6;3,87
"313890 Machacalis";40;40;16477,21;14209,95;-;-;2267,26;-;-;411,93;411,93;135;3,4;5;12,50
"313900 Machado";126;126;67282,11;53312,53;-;-;13969,58;-;-;533,99;533,99;346;2,7;3;2,38
"313920 Malacacheta";283;283;92754,88;77566,71;-;-;15188,17;-;-;327,76;327,76;993;3,5;20;7,07
"313930 Manga";100;100;55972,82;42776,93;-;-;13195,89;-;-;559,73;559,73;336;3,4;4;4,00
"313940 Manhuaçu";1129;1129;2682517,08;2206421,00;-;-;476096,08;-;-;2376,01;2376,01;5344;4,7;75;6,64
"313950 Manhumirim";178;178;209313,61;173863,36;-;-;35450,25;-;-;1175,92;1175,92;749;4,2;17;9,55
"313960 Mantena";162;162;89971,06;71045,59;-;-;18925,47;-;-;555,38;555,38;541;3,3;12;7,41
"313980 Mar de Espanha";51;51;19927,92;16968,67;-;-;2959,25;-;-;390,74;390,74;168;3,3;2;3,92
"313990 Maria da Fé";20;20;10884,30;9782,24;-;-;1102,06;-;-;544,21;544,21;84;4,2;-;-
"314000 Mariana";239;239;185488,27;151522,82;-;-;33965,45;-;-;776,10;776,10;1047;4,4;6;2,51
"314050 Martinho Campos";10;10;3943,55;3480,53;-;-;463,02;-;-;394,35;394,35;94;9,4;2;20,00
"314070 Mateus Leme";68;68;53457,50;44971,16;-;-;8486,34;-;-;786,14;786,14;315;4,6;5;7,35
"314090 Matipó";92;92;43583,19;36053,03;-;-;7530,16;-;-;473,73;473,73;289;3,1;2;2,17
"314110 Matozinhos";48;48;24748,12;18423,74;-;-;6324,38;-;-;515,59;515,59;147;3,1;3;6,25
"314120 Matutina";2;2;903,96;835,85;-;-;68,11;-;-;451,98;451,98;7;3,5;-;-
"314140 Medina";140;140;75381,97;58657,38;-;-;16724,59;-;-;538,44;538,44;432;3,1;5;3,57
"314150 Mendes Pimentel";33;33;19067,43;16960,55;-;-;2106,88;-;-;577,80;577,80;147;4,5;-;-
"314160 Mercês";35;35;15952,33;13570,85;-;-;2381,48;-;-;455,78;455,78;108;3,1;3;8,57
"314180 Minas Novas";199;199;92888,56;73048,58;-;-;19839,98;-;-;466,78;466,78;588;3,0;4;2,01
"314190 Minduri";1;1;413,41;373,76;-;-;39,65;-;-;413,41;413,41;2;2,0;-;-
"314200 Mirabela";75;75;38156,44;33606,79;-;-;4549,65;-;-;508,75;508,75;168;2,2;-;-
"314220 Miraí";51;51;31865,64;25904,75;-;-;5960,89;-;-;624,82;624,82;97;1,9;3;5,88
"314240 Moema";21;21;7571,04;6804,73;-;-;766,31;-;-;360,53;360,53;126;6,0;-;-
"314260 Monsenhor Paulo";25;25;13162,78;11744,34;-;-;1418,44;-;-;526,51;526,51;148;5,9;2;8,00
"314270 Montalvânia";81;81;32664,22;27242,51;-;-;5421,71;-;-;403,26;403,26;184;2,3;-;-
"314280 Monte Alegre de Minas";74;74;48144,58;35100,26;-;-;13044,32;-;-;650,60;650,60;184;2,5;3;4,05
"314290 Monte Azul";72;72;46511,62;39080,29;-;-;7431,33;-;-;645,99;645,99;286;4,0;1;1,39
"314300 Monte Belo";14;14;19264,48;15309,64;-;-;3954,84;-;-;1376,03;1376,03;94;6,7;-;-
"314310 Monte Carmelo";365;365;701477,92;581398,57;-;-;120079,35;-;-;1921,86;1921,86;1487;4,1;56;15,34
"314320 Monte Santo de Minas";91;91;42629,25;33809,67;-;-;8819,58;-;-;468,45;468,45;224;2,5;3;3,30
"314330 Montes Claros";2961;2961;7355875,02;5991966,92;-;-;1363908,10;-;-;2484,25;2484,25;16517;5,6;213;7,19
"314350 Morada Nova de Minas";20;20;17280,11;13989,82;-;-;3290,29;-;-;864,01;864,01;71;3,5;-;-
"314390 Muriaé";1400;1400;3573265,78;2851602,88;-;-;721662,90;-;-;2552,33;2552,33;6138;4,4;93;6,64
"314400 Mutum";50;50;21114,70;18659,00;-;-;2455,70;-;-;422,29;422,29;239;4,8;2;4,00
"314410 Muzambinho";79;79;36093,99;28616,51;-;-;7477,48;-;-;456,89;456,89;333;4,2;4;5,06
"314430 Nanuque";211;211;197544,10;163073,13;-;-;34470,97;-;-;936,23;936,23;980;4,6;19;9,00
"314450 Nazareno";5;5;2827,83;2592,36;-;-;235,47;-;-;565,57;565,57;21;4,2;-;-
"314460 Nepomuceno";63;63;33069,58;29789,92;-;-;3279,66;-;-;524,91;524,91;284;4,5;2;3,17
"314470 Nova Era";18;18;12066,80;10096,29;-;-;1970,51;-;-;670,38;670,38;90;5,0;2;11,11
"314480 Nova Lima";396;396;376718,27;303641,63;-;-;73076,64;-;-;951,31;951,31;1659;4,2;21;5,30
"314500 Nova Ponte";30;30;18288,64;14767,89;-;-;3520,75;-;-;609,62;609,62;91;3,0;1;3,33
"314510 Nova Resende";36;36;17151,40;13409,00;-;-;3742,40;-;-;476,43;476,43;150;4,2;1;2,78
"314520 Nova Serrana";212;212;109479,41;76119,30;-;-;33360,11;-;-;516,41;516,41;539;2,5;1;0,47
"314530 Novo Cruzeiro";101;101;30826,95;26849,60;-;-;3977,35;-;-;305,22;305,22;421;4,2;4;3,96
"314560 Oliveira";271;271;376159,77;297773,11;-;-;78386,66;-;-;1388,04;1388,04;1283;4,7;14;5,17
"314590 Ouro Branco";64;64;41202,81;33203,87;-;-;7998,94;-;-;643,79;643,79;410;6,4;2;3,13
"314600 Ouro Fino";225;225;169357,86;134871,01;-;-;34486,85;-;-;752,70;752,70;647;2,9;19;8,44
"314610 Ouro Preto";349;349;477420,24;393175,58;-;-;84244,66;-;-;1367,97;1367,97;2112;6,1;17;4,87
"314630 Padre Paraíso";102;102;54281,08;43701,37;-;-;10579,71;-;-;532,17;532,17;430;4,2;9;8,82
"314650 Pains";18;18;8395,72;5843,25;-;-;2552,47;-;-;466,43;466,43;27;1,5;-;-
"314670 Palma";17;17;8629,33;7407,87;-;-;1221,46;-;-;507,61;507,61;51;3,0;1;5,88
"314710 Pará de Minas";382;382;811433,49;675513,21;-;-;135920,28;-;-;2124,17;2124,17;1550;4,1;27;7,07
"314700 Paracatu";352;352;416315,65;336437,28;-;-;79878,37;-;-;1182,71;1182,71;1878;5,3;29;8,24
"314720 Paraguaçu";51;51;19457,16;14392,15;-;-;5065,01;-;-;381,51;381,51;182;3,6;-;-
"314730 Paraisópolis";36;36;14059,06;12355,89;-;-;1703,17;-;-;390,53;390,53;127;3,5;1;2,78
"314760 Passa Quatro";66;66;32755,12;25257,97;-;-;7497,15;-;-;496,29;496,29;214;3,2;6;9,09
"314770 Passa Tempo";25;25;13090,77;11114,85;-;-;1975,92;-;-;523,63;523,63;69;2,8;1;4,00
"314750 Passabém";1;1;218,68;188,00;-;-;30,68;-;-;218,68;218,68;9;9,0;1;100,00
"314790 Passos";1172;1172;3296610,03;2651892,71;-;-;644717,32;-;-;2812,81;2812,81;5188;4,4;109;9,30
"314800 Patos de Minas";839;839;1316716,90;1069457,66;-;-;247259,24;-;-;1569,39;1569,39;4853;5,8;112;13,35
"314810 Patrocínio";387;387;728053,49;597088,86;-;-;130964,63;-;-;1881,28;1881,28;1985;5,1;48;12,40
"314860 Peçanha";94;94;66096,53;52101,70;-;-;13994,83;-;-;703,15;703,15;516;5,5;5;5,32
"314870 Pedra Azul";141;141;77250,74;62891,92;-;-;14358,82;-;-;547,88;547,88;595;4,2;9;6,38
"314910 Pedralva";11;11;6057,74;5409,38;-;-;648,36;-;-;550,70;550,70;38;3,5;-;-
"314930 Pedro Leopoldo";133;133;81899,52;53544,02;-;-;28355,50;-;-;615,79;615,79;316;2,4;5;3,76
"314980 Perdizes";31;31;16239,04;12595,74;-;-;3643,30;-;-;523,84;523,84;92;3,0;-;-
"314990 Perdões";48;48;22675,89;17422,74;-;-;5253,15;-;-;472,41;472,41;190;4,0;4;8,33
"315030 Piedade do Rio Grande";6;6;2018,79;1691,74;-;-;327,05;-;-;336,47;336,47;28;4,7;-;-
"315050 Pimenta";9;9;3404,45;3000,71;-;-;403,74;-;-;378,27;378,27;32;3,6;-;-
"315080 Piranga";22;22;6897,06;5974,23;-;-;922,83;-;-;313,50;313,50;76;3,5;2;9,09
"315110 Pirapetinga";42;42;18761,73;15107,58;-;-;3654,15;-;-;446,71;446,71;167;4,0;2;4,76
"315120 Pirapora";463;463;452519,09;351683,67;-;-;100835,42;-;-;977,36;977,36;1631;3,5;20;4,32
"315140 Pitangui";100;100;58160,04;47078,72;-;-;11081,32;-;-;581,60;581,60;519;5,2;8;8,00
"315150 Piumhi";354;354;459498,96;382457,59;-;-;77041,37;-;-;1298,02;1298,02;1369;3,9;20;5,65
"315170 Poço Fundo";53;53;23050,95;16092,59;-;1607,48;4410,73;1607,48;940,15;434,92;434,92;181;3,4;2;3,77
"315180 Poços de Caldas";847;847;3009605,74;2492963,15;-;5638,27;507657,58;5638,27;3346,74;3553,25;3553,25;4381;5,2;74;8,74
"315190 Pocrane";11;11;5341,55;4641,88;-;-;699,67;-;-;485,60;485,60;88;8,0;-;-
"315200 Pompéu";63;63;51431,17;39906,89;-;-;11524,28;-;-;816,37;816,37;226;3,6;9;14,29
"315210 Ponte Nova";818;818;1973095,00;1631235,35;-;-;341859,65;-;-;2412,10;2412,10;4760;5,8;88;10,76
"315220 Porteirinha";155;155;106037,12;87924,68;-;-;18112,44;-;-;684,11;684,11;573;3,7;8;5,16
"315240 Poté";20;20;10426,76;8728,21;-;-;1698,55;-;-;521,34;521,34;108;5,4;-;-
"315250 Pouso Alegre";1038;1038;2831048,39;2332672,70;-;-;498375,69;-;-;2727,41;2727,41;5710;5,5;69;6,65
"315260 Pouso Alto";42;42;16251,18;13510,48;-;-;2740,70;-;-;386,93;386,93;270;6,4;5;11,90
"315270 Prados";33;33;11492,49;10005,04;-;-;1487,45;-;-;348,26;348,26;104;3,2;1;3,03
"315280 Prata";82;82;47781,13;37576,60;-;-;10204,53;-;-;582,70;582,70;178;2,2;4;4,88
"315310 Presidente Bernardes";3;3;758,19;641,20;-;-;116,99;-;-;252,73;252,73;18;6,0;-;-
"315340 Presidente Olegário";25;25;7309,93;5723,08;-;-;1586,85;-;-;292,40;292,40;131;5,2;2;8,00
"315400 Raul Soares";97;97;41970,09;33828,85;-;-;8141,24;-;-;432,68;432,68;324;3,3;5;5,15
"315410 Recreio";54;54;26509,62;20798,22;-;-;5711,40;-;-;490,92;490,92;158;2,9;1;1,85
"315420 Resende Costa";72;72;31184,94;25118,51;-;-;6066,43;-;-;433,12;433,12;324;4,5;7;9,72
"315430 Resplendor";264;264;139691,88;109604,38;-;-;30087,50;-;-;529,14;529,14;956;3,6;10;3,79
"315460 Ribeirão das Neves";452;452;256692,89;199273,11;-;-;57419,78;-;-;567,90;567,90;2101;4,6;32;7,08
"315470 Ribeirão Vermelho";13;13;7432,87;6514,07;-;-;918,80;-;-;571,76;571,76;58;4,5;1;7,69
"315490 Rio Casca";30;30;12230,51;9092,48;-;-;3138,03;-;-;407,68;407,68;85;2,8;1;3,33
"315520 Rio Espera";7;7;2329,42;2003,78;-;-;325,64;-;-;332,77;332,77;30;4,3;1;14,29
"315550 Rio Paranaíba";25;25;24397,37;19678,62;-;-;4718,75;-;-;975,89;975,89;100;4,0;-;-
"315560 Rio Pardo de Minas";69;69;37721,54;28793,89;-;-;8927,65;-;-;546,69;546,69;223;3,2;-;-
"315570 Rio Piracicaba";25;25;15847,09;13068,06;-;-;2779,03;-;-;633,88;633,88;72;2,9;2;8,00
"315580 Rio Pomba";106;106;54617,29;44151,12;-;-;10466,17;-;-;515,26;515,26;284;2,7;5;4,72
"315590 Rio Preto";20;20;11436,41;10198,26;-;-;1238,15;-;-;571,82;571,82;68;3,4;1;5,00
"315600 Rio Vermelho";44;44;12255,66;10468,97;-;-;1786,69;-;-;278,54;278,54;130;3,0;2;4,55
"315660 Rubim";29;29;13411,08;10632,83;-;-;2778,25;-;-;462,45;462,45;142;4,9;3;10,34
"315670 Sabará";99;138;157411,38;136155,37;-;-;21256,01;-;-;1140,66;1590,01;1462;14,8;7;7,07
"315680 Sabinópolis";97;97;51669,22;42390,87;-;-;9278,35;-;-;532,67;532,67;240;2,5;2;2,06
"315690 Sacramento";84;84;49124,32;40512,68;-;-;8611,64;-;-;584,81;584,81;368;4,4;2;2,38
"315700 Salinas";314;314;137511,75;106703,38;-;-;30808,37;-;-;437,94;437,94;902;2,9;18;5,73
"315710 Salto da Divisa";18;18;8650,48;7582,93;-;-;1067,55;-;-;480,58;480,58;50;2,8;-;-
"315720 Santa Bárbara";118;118;73709,08;56769,74;-;298,55;16261,98;298,55;378,81;624,65;624,65;278;2,4;11;9,32
"315770 Santa Juliana";23;23;14935,96;11702,02;-;-;3233,94;-;-;649,39;649,39;61;2,7;-;-
"315780 Santa Luzia";318;318;1110945,34;934312,45;-;-;176632,89;-;-;3493,54;3493,54;1928;6,1;31;9,75
"315790 Santa Margarida";64;64;26039,80;19211,67;-;-;6828,13;-;-;406,87;406,87;138;2,2;1;1,56
"315820 Santa Maria do Suaçuí";140;140;71267,70;57568,23;-;-;13699,47;-;-;509,06;509,06;570;4,1;2;1,43
"315930 Santa Rita de Jacutinga";12;12;7007,19;6330,68;-;-;676,51;-;-;583,93;583,93;46;3,8;1;8,33
"315960 Santa Rita do Sapucaí";189;189;310473,86;258173,98;-;-;52299,88;-;-;1642,72;1642,72;473;2,5;15;7,94
"315980 Santa Vitória";85;85;35293,45;26563,27;-;-;8730,18;-;-;415,22;415,22;219;2,6;1;1,18
"315990 Santo Antônio do Amparo";130;130;142024,57;116875,88;-;-;25148,69;-;-;1092,50;1092,50;538;4,1;10;7,69
"316040 Santo Antônio do Monte";127;127;108064,64;87387,43;-;-;20677,21;-;-;850,90;850,90;693;5,5;6;4,72
"316070 Santos Dumont";190;190;188731,18;149480,02;-;-;39251,16;-;-;993,32;993,32;731;3,8;11;5,79
"316100 São Domingos do Prata";39;39;15951,55;13656,97;-;-;2294,58;-;-;409,01;409,01;194;5,0;1;2,56
"316110 São Francisco";227;227;121597,24;91730,71;-;-;29866,53;-;-;535,67;535,67;652;2,9;1;0,44
"316200 São Gonçalo do Sapucaí";115;115;62465,79;50943,40;-;-;11522,39;-;-;543,18;543,18;240;2,1;4;3,48
"316210 São Gotardo";77;77;59170,43;42601,19;-;-;16569,24;-;-;768,45;768,45;205;2,7;-;-
"316220 São João Batista do Glória";8;8;2440,59;2122,65;-;-;317,94;-;-;305,07;305,07;33;4,1;2;25,00
"316240 São João da Ponte";113;113;76725,94;67141,26;-;-;9584,68;-;-;678,99;678,99;279;2,5;3;2,65
"316250 São João del Rei";535;535;2428466,22;2039671,58;-;-;388794,64;-;-;4539,19;4539,19;2911;5,4;36;6,73
"316270 São João do Paraíso";94;94;53454,97;43280,61;-;-;10174,36;-;-;568,67;568,67;261;2,8;7;7,45
"316280 São João Evangelista";117;117;79381,85;63631,84;-;-;15750,01;-;-;678,48;678,48;562;4,8;10;8,55
"316290 São João Nepomuceno";90;90;36594,59;26510,20;-;-;10084,39;-;-;406,61;406,61;201;2,2;2;2,22
"316370 São Lourenço";393;393;935675,07;787786,54;-;-;147888,53;-;-;2380,85;2380,85;1918;4,9;46;11,70
"316390 São Pedro da União";6;6;1840,32;1577,80;-;-;262,52;-;-;306,72;306,72;26;4,3;-;-
"316420 São Romão";29;29;9737,06;8000,09;-;-;1736,97;-;-;335,76;335,76;40;1,4;-;-
"316430 São Roque de Minas";7;7;3073,47;2705,94;-;-;367,53;-;-;439,07;439,07;34;4,9;-;-
"316470 São Sebastião do Paraíso";580;744;1615354,39;1330721,85;-;-;284632,54;-;-;2171,18;2785,09;7878;13,6;59;10,17
"316500 São Tiago";35;35;18905,78;15996,39;-;-;2909,39;-;-;540,17;540,17;144;4,1;2;5,71
"316530 São Vicente de Minas";26;26;11901,03;8716,45;-;-;3184,58;-;-;457,73;457,73;97;3,7;1;3,85
"316570 Senador Firmino";10;10;1992,22;1680,60;-;-;311,62;-;-;199,22;199,22;25;2,5;-;-
"316680 Serra do Salitre";54;54;74148,43;59450,80;-;-;14697,63;-;-;1373,12;1373,12;230;4,3;1;1,85
"316690 Serrania";11;11;3851,02;3382,44;-;-;468,58;-;-;350,09;350,09;46;4,2;-;-
"316710 Serro";157;157;93324,31;73076,03;-;-;20248,28;-;-;594,42;594,42;452;2,9;5;3,18
"316720 Sete Lagoas";1464;1464;1852367,82;1501247,11;-;-;351120,71;-;-;1265,28;1265,28;5843;4,0;84;5,74
"316800 Taiobeiras";428;428;388869,72;307960,02;-;-;80909,70;-;-;908,57;908,57;1558;3,6;28;6,54
"316840 Tarumirim";128;128;62893,75;55000,53;-;-;7893,22;-;-;491,36;491,36;418;3,3;-;-
"316860 Teófilo Otoni";1351;1351;3646792,88;2966564,49;-;-;680228,39;-;-;2699,33;2699,33;6783;5,0;90;6,66
"316870 Timóteo";305;305;455113,68;369175,32;-;-;85938,36;-;-;1492,18;1492,18;1317;4,3;25;8,20
"316890 Tiros";5;5;2122,19;1882,32;-;-;239,87;-;-;424,44;424,44;19;3,8;1;20,00
"316930 Três Corações";443;443;1131469,66;944884,65;-;-;186585,01;-;-;2554,11;2554,11;2551;5,8;42;9,48
"316935 Três Marias";94;94;64455,81;48845,90;-;-;15609,91;-;-;685,70;685,70;224;2,4;6;6,38
"316940 Três Pontas";414;414;688255,07;564988,26;-;-;123266,81;-;-;1662,45;1662,45;1677;4,1;39;9,42
"316970 Turmalina";164;164;84354,99;65527,44;-;-;18827,55;-;-;514,36;514,36;570;3,5;10;6,10
"316990 Ubá";813;813;1379725,14;1162696,71;-;-;217028,43;-;-;1697,08;1697,08;4062;5,0;64;7,87
"317010 Uberaba";2050;2050;4446146,81;3748709,03;-;-;697437,78;-;-;2168,85;2168,85;13454;6,6;188;9,17
"317020 Uberlândia";4240;4240;10402884,63;8656068,01;-;-;1746816,62;-;-;2453,51;2453,51;22972;5,4;311;7,33
"317040 Unaí";540;540;453650,79;346514,00;-;-;107136,79;-;-;840,09;840,09;2411;4,5;26;4,81
"317043 União de Minas";18;18;7566,93;6530,80;-;-;1036,13;-;-;420,38;420,38;59;3,3;-;-
"317052 Urucuia";47;47;19761,11;13275,76;-;-;6485,35;-;-;420,45;420,45;157;3,3;-;-
"317070 Varginha";634;634;2614152,32;2074236,31;-;-;539916,01;-;-;4123,27;4123,27;3338;5,3;61;9,62
"317080 Várzea da Palma";80;80;44530,78;37962,35;-;-;6568,43;-;-;556,63;556,63;362;4,5;6;7,50
"317090 Varzelândia";27;27;14901,01;12568,89;-;-;2332,12;-;-;551,89;551,89;102;3,8;-;-
"317100 Vazante";45;45;52014,57;40443,87;-;-;11570,70;-;-;1155,88;1155,88;125;2,8;1;2,22
"317120 Vespasiano";77;77;81244,23;67258,92;-;-;13985,31;-;-;1055,12;1055,12;601;7,8;13;16,88
"317130 Viçosa";411;411;544989,96;449624,66;-;3376,67;86639,59;3376,67;5349,04;1326,01;1326,01;2084;5,1;34;8,27
"317170 Virgínia";22;22;11523,08;10056,32;-;-;1466,76;-;-;523,78;523,78;98;4,5;3;13,64
"317180 Virginópolis";55;55;26478,84;22767,44;-;-;3711,40;-;-;481,43;481,43;235;4,3;4;7,27
"317200 Visconde do Rio Branco";311;311;245078,08;201184,00;-;-;43894,08;-;-;788,03;788,03;1045;3,4;18;5,79
"320010 Afonso Cláudio";92;92;52980,74;41300,76;-;-;11679,98;-;-;575,88;575,88;298;3,2;4;4,35
"320020 Alegre";91;91;37739,52;28262,68;-;-;9476,84;-;-;414,72;414,72;265;2,9;3;3,30
"320040 Anchieta";70;70;56008,23;45390,05;-;-;10618,18;-;-;800,12;800,12;203;2,9;1;1,43
"320060 Aracruz";315;315;625932,59;521074,19;-;-;104858,40;-;-;1987,09;1987,09;1317;4,2;27;8,57
"320070 Atilio Vivacqua";4;4;1430,65;1259,79;-;-;170,86;-;-;357,66;357,66;40;10,0;1;25,00
"320080 Baixo Guandu";132;132;87575,04;73042,60;-;-;14532,44;-;-;663,45;663,45;882;6,7;11;8,33
"320090 Barra de São Francisco";290;290;201552,37;153111,60;-;-;48440,77;-;-;695,01;695,01;1222;4,2;12;4,14
"320100 Boa Esperança";16;16;3803,96;3294,86;-;-;509,10;-;-;237,75;237,75;34;2,1;-;-
"320120 Cachoeiro de Itapemirim";2273;2299;4886596,71;3995195,90;-;-;891400,81;-;-;2125,53;2149,84;12193;5,4;101;4,44
"320130 Cariacica";590;627;1116115,75;885370,98;-;-;230744,77;-;-;1780,09;1891,72;4179;7,1;5;0,85
"320140 Castelo";118;118;57049,93;43045,98;-;-;14003,95;-;-;483,47;483,47;540;4,6;5;4,24
"320150 Colatina";1777;1777;3770606,76;3063589,24;-;-;707017,52;-;-;2121,89;2121,89;7284;4,1;82;4,61
"320170 Conceição do Castelo";9;9;3444,35;2843,26;-;-;601,09;-;-;382,71;382,71;28;3,1;-;-
"320190 Domingos Martins";172;172;95583,87;73049,28;-;-;22534,59;-;-;555,72;555,72;674;3,9;7;4,07
"320210 Ecoporanga";33;33;19408,15;16189,69;-;-;3218,46;-;-;588,13;588,13;105;3,2;1;3,03
"320230 Guaçuí";223;223;1136422,62;970494,61;-;-;165928,01;-;-;5096,07;5096,07;1595;7,2;32;14,35
"320240 Guarapari";252;252;161406,38;120835,85;-;-;40570,53;-;-;640,50;640,50;961;3,8;-;-
"320245 Ibatiba";72;72;60942,99;49923,41;-;-;11019,58;-;-;846,43;846,43;230;3,2;1;1,39
"320280 Itapemirim";328;328;1230682,06;1021042,68;-;-;209639,38;-;-;3752,08;3752,08;1261;3,8;26;7,93
"320290 Itarana";14;14;7157,56;6063,94;-;-;1093,62;-;-;511,25;511,25;42;3,0;2;14,29
